종류,명칭,주소,위도,경도,시도구분,시도시군구,법정동코드,전화번호
유통센터,청송사과유통센터 주왕산 APC,경상북도 청송군 주왕산면 주왕산로 448,36.3794794,129.1038117,경상북도,청송군,4775000000,054-874-4040
유통센터,춘천농협 산지유통센터,강원특별자치도 춘천시 신동로 113,37.9291159,127.7347115,강원특별자치도,춘천시,5111000000,033-243-8310
유통센터,춘천원예농협 산지유통센터,강원특별자치도 춘천시 영서로 2926,37.9132771,127.723115,강원특별자치도,춘천시,5111000000,033-251-4686
유통센터,남원농협 APC,전라북도 남원시 요천로 1838,35.4253753,127.4121593,전라북도,남원시,4519000000,063-620-8760
유통센터,춘향골농협 APC,전라북도 남원시 금지면 요천로 217,35.3290658,127.2987237,전라북도,남원시,4519000000,063-631-7045
유통센터,지리산농협 APC,전라북도 남원시 아영면 내인2길 16-13,35.4760599,127.5967544,전라북도,남원시,4519000000,063-636-5906
유통센터,운봉농협 APC,전라북도 남원시 운봉읍 운봉로 664-11,35.4337235,127.529902,전라북도,남원시,4519000000,063-634-0101
유통센터,남원원예농협 APC,전라북도 남원시 아랫정재길 7-14,35.4062315,127.3568754,전라북도,남원시,4519000000,063-636-7800
유통센터,순천 거점산지유통센터,전라남도 순천시 승주읍 중대길 15,35.0193374,127.3725241,전라남도,순천시,4615000000,061-752-0400
유통센터,농업회사법인탐진들㈜,전라남도 강진군 강진읍 남당로 97-49,34.6243355,126.774276,전라남도,강진군,4681000000,061-434-5877
유통센터,여수농협 돌산갓유통센터,전라남도 여수시 돌산읍 강남4길 55,34.7222923,127.7519286,전라남도,여수시,4613000000,061-644-2140
유통센터,여수원예농협 산지유통센터,전라남도 여수시 반월길 78,34.7768993,127.6544713,전라남도,여수시,4613000000,061-684-9400
유통센터,도곡농협 (제1APC),전라남도 화순군 도곡면 효죽로 6,34.9985134,126.9178966,전라남도,화순군,4679000000,
유통센터,도곡농협 (제2APC),전라남도 화순군 도곡면 효죽로 5,34.998189,126.9166862,전라남도,화순군,4679000000,
유통센터,도곡농협 (제3APC),전라남도 화순군 도곡면 효죽로 9,34.9984528,126.9166476,전라남도,화순군,4679000000,
유통센터,㈜메가바이오숲,전라남도 화순군 화순읍 칠충로 141-7,35.0609629,126.9816287,전라남도,화순군,4679000000,
유통센터,전남생약농업 협동조합,전라남도 화순군 능주면 백암길 29,35.0239458,126.9529423,전라남도,화순군,4679000000,
유통센터,성주군 APC,경상북도 성주군 대가면 옥성4길 1,35.9133902,128.2460263,경상북도,성주군,4784000000,
유통센터,성주농협 APC,경상북도 성주군 성주읍 성주순환로 209,35.9242606,128.2883556,경상북도,성주군,4784000000,
유통센터,선남농협 APC,경상북도 성주군 선남면 관화길 53,35.9041086,128.3491829,경상북도,성주군,4784000000,
유통센터,용암농협 APC,경상북도 성주군 용암면 운용로 1100-29,35.8423196,128.3429083,경상북도,성주군,4784000000,
유통센터,수륜농협 APC,경상북도 성주군 수륜면 참별로 227,35.7980754,128.2367003,경상북도,성주군,4784000000,
유통센터,서부농협 APC,경상북도 성주군 가천면 참별로 1547,35.88051,128.1708749,경상북도,성주군,4784000000,
유통센터,대가농협 APC,경상북도 성주군 대가면 참별로 2262,35.9098829,128.2305527,경상북도,성주군,4784000000,
유통센터,벽진농협 APC,경상북도 성주군 벽진면 수촌길 24,35.9477081,128.2155602,경상북도,성주군,4784000000,
유통센터,초전농협 APC,경상북도 성주군 초전면 주천로 925-17,36.0047906,128.2623422,경상북도,성주군,4784000000,
유통센터,월항농협 APC,경상북도 성주군 월항면 월항로 358,35.9609792,128.3020429,경상북도,성주군,4784000000,
유통센터,참외원협 제1 APC,경상북도 성주군 성주읍 주산로 116,35.9298307,128.2984388,경상북도,성주군,4784000000,
유통센터,참외원협 제2 APC,경상북도 성주군 성주읍 상성로 1394,35.9105641,128.2853699,경상북도,성주군,4784000000,
유통센터,영주농산물유통센터,경상북도 영주시 봉현면 소백로 1693,36.8525304,128.5265255,경상북도,영주시,4721000000,054-630-9000
유통센터,아산원예농협 거점 산지유통센터,충청남도 아산시 염치읍 충무로 358번길 11,36.812583,127.0068393,충청남도,아산시,4420000000,041-532-4853
유통센터,둔포농협 산지유통센터,충청남도 아산시 둔포면 아산밸리북로 41,36.9276213,127.052401,충청남도,아산시,4420000000,041-531-3135
유통센터,상주시 조합공동사업법인,경상북도 상주시 양촌3길 13,36.3563991,128.1440459,경상북도,상주시,4725000000,054-531-0730
유통센터,공검농업협동조합,경상북도 상주시 공검면 비재로 1301,36.5126051,128.1581606,경상북도,상주시,4725000000,054-541-1720
유통센터,남상주농업협동조합,경상북도 상주시 청리면 남상주로 1044,36.3315176,128.1253778,경상북도,상주시,4725000000,054-531-0802
유통센터,대구경북능금농협 상주지점,경상북도 상주시 왕산로 46,36.4077226,128.1616853,경상북도,상주시,4725000000,054-535-7862
유통센터,모서농업협동조합,경상북도 상주시 모서면 백화로 1439,36.3433602,127.9666282,경상북도,상주시,4725000000,054-533-2115
유통센터,사벌농업협동조합,경상북도 상주시 사벌국면 덕담1길 60,36.4677913,128.2100038,경상북도,상주시,4725000000,054-532-8193
유통센터,상주원예농업협동조합,경상북도 상주시 오흥로 50,36.3909816,128.1573958,경상북도,상주시,4725000000,054-531-2385
유통센터,상주원예영농조합법인,경상북도 상주시 경상대로 3219,36.434777,128.1528206,경상북도,상주시,4725000000,054-534-0431
유통센터,서상주농업협동조합,경상북도 상주시 모동면 이동리 775,36.3101003,127.962495,경상북도,상주시,4725000000,054-533-4016
유통센터,해도지영농조합법인,경상북도 상주시 공검면 북상주로 1127,36.5193323,128.1633445,경상북도,상주시,4725000000,054-541-8833
유통센터,외서농업협동조합,경상북도 상주시 외서면 북상주로 817,36.4978071,128.1766819,경상북도,상주시,4725000000,054-541-3077
유통센터,중화농업협동조합,경상북도 상주시 화서면 화령로 41,36.4454273,127.9510356,경상북도,상주시,4725000000,054-533-0206
유통센터,함창농업협동조합,경상북도 상주시 함창읍 용곡로 18,36.5598114,128.1762218,경상북도,상주시,4725000000,054-541-2481
유통센터,안성시 농산물산지유통센터,안성시 대덕면 모산로 148,37.0329633,127.2452074,경기도,안성시,4155000000,031-671-8120
유통센터,북창원농협,경상남도 창원시 의창구 북면 신촌본포로 56,35.3459367,128.6127638,경상남도,창원시,4811000000,
유통센터,대산농협,경상남도 창원시 의창구 동읍 동읍로 1063,35.3445409,128.6588503,경상남도,창원시,4811000000,
유통센터,동읍농협,경상남도 창원시 의창구 대산면 진산대로 506번길 2,35.344383,128.7101054,경상남도,창원시,4811000000,
유통센터,창원친환경영농조합법인,경상남도 창원시 의창구 동읍 가술산남로 316,35.3398812,128.6790123,경상남도,창원시,4811000000,
유통센터,청송농협 APC,경상북도 청송군 진보면 경동로 4171,36.5275481,129.0416276,경상북도,청송군,4775000000,054-873-5906
유통센터,남청송농협 APC,경상북도 청송군 안덕면 성덕댐로 1737,36.2842023,128.9553739,경상북도,청송군,4775000000,054-872-1765
유통센터,현서농협 APC,경상북도 청송군 현서면 청송로 1063,36.2685648,128.8982558,경상북도,청송군,4775000000,054-872-5712
유통센터,대구경북능금농협(청송) APC,경상북도 청송군 주왕산면 마뜰길 133,36.3739501,129.0893826,경상북도,청송군,4775000000,054-872-4100
유통센터,대구경북능금농협(안덕) APC,경상북도 청송군 안덕면 묵방길 11,36.2862108,128.9473403,경상북도,청송군,4775000000,054-874-0996
유통센터,무주 농산물산지유통센터,전라북도 무주군 무주읍 무주로 1739,35.9741965,127.651371,전라북도,무주군,4573000000,063-324-9411
유통센터,안성 농산물산지유통센터,전라북도 무주군 안성면 중산길 26,35.8599424,127.6646685,전라북도,무주군,4573000000,063-323-3912
유통센터,설천 농산물산지유통센터,전라북도 무주군 설천면 무설로 1254,36.0155088,127.7538219,전라북도,무주군,4573000000,063-324-2507
유통센터,무풍 농산물산지유통센터,전라북도 무주군 무풍면 삼도봉로 1077,35.9704693,127.8427428,전라북도,무주군,4573000000,063-324-2509
유통센터,영광농협농산물산지유통센터,전라남도 영광군 군서면 신남로 37,35.2754464,126.4862797,전라남도,영광군,4687000000,061-350-5424
유통센터,문경거점산지유통센터,경상북도 문경시 마성면 외어7길 52,36.696594,128.1318653,경상북도,문경시,4728000000,054-572-0055
유통센터,동춘천농협 산지유통센터,강원특별자치도 춘천시 동내면 향군길 7,37.8481087,127.7627007,강원특별자치도,춘천시,5111000000,033-261-8903
유통센터,서춘천농협 산지유통센터,강원특별자치도 춘천시 서면 서상로 151,37.931538,127.6990286,강원특별자치도,춘천시,5111000000,033-243-8011
유통센터,신북농협 산지유통센터,강원특별자치도 춘천시 신북읍 율문길 71,37.9258276,127.7456058,강원특별자치도,춘천시,5111000000,033-243-9700
유통센터,오송농협 APC,청주시 청원구 오창읍 오창대로 139,36.7197582,127.4145958,충청북도,청주시,4311000000,043-238-4752
유통센터,오창농협 APC,청주시 흥덕구 오송읍 서평길 34-5,36.5881447,127.31925,충청북도,청주시,4311000000,043-214-7557
유통센터,도담 APC,청주시 흥덕구 청주역로 517-63(신촌동),36.6539321,127.3831157,충청북도,청주시,4311000000,043-272-7315
유통센터,가야농협 산지유통센터,경상남도 가야면 가야시장로 37,35.757395,128.1383279,경상남도,합천군,4889000000,055-932-7796
유통센터,율곡농협 농산물산지유통센터,경상남도 합천군 율곡면 동부로 571,35.5744752,128.216031,경상남도,합천군,4889000000,055-933-3836
유통센터,합천동부농협 농산물산지유통센터,경상남도 합천군 적중면 동부로 1420-2,35.5519461,128.289808,경상남도,합천군,4889000000,055-932-1014
유통센터,합천새남부농협 농산물산지유통센터(쌍백지점),경상남도 합천군 쌍백면 청정로 60,35.4397692,128.1525863,경상남도,합천군,4889000000,055-932-3510
유통센터,합천유통㈜,경상남도 합천군 합천읍 대야로 1184,35.5894115,128.1755028,경상남도,합천군,4889000000,055-933-9100
유통센터,덕곡농산물산지유통센터,경상남도 합천군 덕곡면 오광대로 1095,35.6162594,128.3573945,경상남도,합천군,4889000000,055-933-1143
유통센터,합천새남부농협 농산물산지유통센터,경상남도 합천군 삼가면 서부로 168-15,35.4123314,128.1018046,경상남도,합천군,4889000000,055-932-4776
유통센터,군자농협 APC,경기도 안산시 단원구 대부중앙로 141(대부동동),37.2414902,126.5892786,경기도,안산시,4127000000,032-886-6100
유통센터,경주시농산물산지유통센터,경상북도 경주시 고란길 27(효현동),35.8239872,129.1527278,경상북도,경주시,4713000000,054-779-6964
유통센터,표선농업협동조합 농산물산지유통센터,제주특별자치도 서귀포시 일주동로 5840,33.3339106,126.8278395,제주특별자치도,서귀포시,4913000000,064-787-2350
유통센터,성산일출봉농업협동조합 농산물산지유통센터,제주특별자치도 서귀포시 성산읍 일주동로 4282,33.446282,126.9117221,제주특별자치도,서귀포시,4913000000,064-780-3145
유통센터,제주감귤농업협동조합 농산물산지유통센터(1유통),제주특별자치도 서귀포시 516로 354,33.2830148,126.5907439,제주특별자치도,서귀포시,4913000000,064-732-6077
유통센터,제주감귤농업협동조합 (거점)농산물산지유통센터(2유통),제주특별자치도 서귀포시 남원읍 태신로 130번길 170,33.3130541,126.744301,제주특별자치도,서귀포시,4913000000,064-764-8600
유통센터,배방농협 산지유통센터,충청남도 아산시 배방읍 세교길 232-55,36.7628965,127.0951604,충청남도,아산시,4420000000,041-533-0541
유통센터,영인농협 산지유통센터,충청남도 아산시 영인면 토정로 451,36.8956679,126.9715055,충청남도,아산시,4420000000,041-545-5020
유통센터,정읍단풍미인조합공동사업법인,전라북도 정읍시 북면 정읍북로 609,35.6124942,126.8917809,전라북도,정읍시,4518000000,063-538-1213
유통센터,북신안농업협동조합,전라남도 신안군 지도읍 지도증도로 1,35.0577376,126.2055385,전라남도,신안군,4691000000,061-275-0405
유통센터,남신안농협장산지점,전라남도 신안군 장산면 아미산길 8,34.6419127,126.1470548,전라남도,신안군,4691000000,061-275-4013
유통센터,목포신안군농협조합공동사업법인,전라남도 신안군 압해읍 회룡길 51-113,34.8752035,126.2950014,전라남도,신안군,4691000000,061-246-0057
유통센터,신안농업협동조합,전라남도 신안군 암태면 장단고길 7-1,34.8288077,126.1135258,전라남도,신안군,4691000000,061-271-4005
유통센터,압해농업협동조합,전라남도 신안군 압해읍 압해로 874,34.8653313,126.313511,전라남도,신안군,4691000000,061-271-0515
유통센터,임자농업협동조합,전라남도 신안군 임자면 진리길 9,35.086144,126.112013,전라남도,신안군,4691000000,061-275-3018
유통센터,비금농업협동조합,전남남도 신안군 비금면 읍동길 74,34.7586656,125.9291713,전라남도,신안군,4691000000,061-246-0057
유통센터,농업회사법인산과바다유한회사,전라남도 신안군 압해읍 용강길 49-2,34.8572076,126.3293458,전라남도,신안군,4691000000,061-246-3336
유통센터,농업회사법인현대유통,전라남도 신안군 압해읍 압해로 980-11,34.8643928,126.3002066,전라남도,신안군,4691000000,
유통센터,덕산농협 농산물산지유통물류센터,충청북도 진천군 덕산읍 초금로 634,36.9010805,127.5103578,충청북도,진천군,4375000000,043-536-4387
유통센터,이월농협 농산물산지유통센터,충청북도 진천군 이월면 진광로 765-1,36.9288735,127.4283611,충청북도,진천군,4375000000,043-536-8383
유통센터,음성농협,충청북도 음성군 음성읍 반기문로 27,36.9188016,127.6886674,충청북도,음성군,4377000000,
유통센터,맹동농협,충청북도 음성군 맹동면 대동로 169-7,36.932749,127.551289,충청북도,음성군,4377000000,
유통센터,대소농협,충청북도 음성군 대소면 오태로 154,36.9659122,127.4919166,충청북도,음성군,4377000000,
유통센터,감곡농협,충청북도 음성군 감곡면 궁장길 8,37.1184123,127.6553316,충청북도,음성군,4377000000,
유통센터,보은군 과수거점산지유통센터,충청북도 보은군 삼승면 송죽길 66,36.4307267,127.7295293,충청북도,보은군,4372000000,043-540-3332
유통센터,평창농협 APC,강원특별자치도 평창군 방림면 서동로 1241,37.4261214,128.3947324,강원특별자치도,평창군,5176000000,
유통센터,대화농협 APC,강원특별자치도 평창군 대화면 평창대로 733,37.4876727,128.4531574,강원특별자치도,평창군,5176000000,
유통센터,봉평농협 APC,강원특별자치도 평창군 봉평면 상포항길 9,37.6233839,128.3543441,강원특별자치도,평창군,5176000000,
유통센터,진부농협 APC,강원특별자치도 평창군 진부면 솔천길50-3,37.6346227,128.5544961,강원특별자치도,평창군,5176000000,
유통센터,대관령농협 APC,강원특별자치도 평창군 대관령면 경강로 4199,37.670406,128.6020502,강원특별자치도,평창군,5176000000,
유통센터,대관령원예농협 APC,강원특별자치도 평창군 대관령면 경강로 4980,37.6864778,128.6816755,강원특별자치도,평창군,5176000000,
유통센터,대관령원예농협 APC(채소사업소),강원특별자치도 평창군 방림면 평창대로 84-10,37.4377717,128.422434,강원특별자치도,평창군,5176000000,
유통센터,진주원예농협산지유통센터,경상남도 진주시 문산읍 월아산로 949,35.1558195,128.1623885,경상남도,진주시,4817000000,055-761-8487
유통센터,벌교농협농산물산지유통센터,전라남도 보성군 벌교읍 옥전1길 36,34.8397755,127.2724963,전라남도,보성군,4678000000,061-858-8600
유통센터,회천농협농산물산지유통센터,전라남도 보성군 회천면 충의로 439,34.6952463,127.1116558,전라남도,보성군,4678000000,061-853-8807
유통센터,조성원예산지유통센터,전라남도 보성군 보성읍 평동로 1671,34.7838242,127.0890999,전라남도,보성군,4678000000,061-853-8982
유통센터,충주거점산지유통센터,충청북도 충주시 금가면 금가중앙2길 1-22,37.034468,127.9072029,충청북도,충주시,4313000000,
유통센터,충주농협 산지유통센터,충청북도 충주시 하용두2길 11,36.9626539,127.8837482,충청북도,충주시,4313000000,
유통센터,충주농협 중앙탑지점산지유통센터,충청북도 충주시 중앙탑면 탑평리 222-2,37.0257964,127.8590224,충청북도,충주시,4313000000,
유통센터,충주농협 노은지점 산지유통센터,충청북도 충주시 노은면 연하중앙길 26,37.0469643,127.7553636,충청북도,충주시,4313000000,
유통센터,주덕농협 산지유통센터,충청북도 충주시 신니면 덕고개로 32,36.9991006,127.7373941,충청북도,충주시,4313000000,
유통센터,북충주농협 산지유통센터,충청북도 충주시 앙성면 가곡로 1014-2,37.107559,127.7512217,충청북도,충주시,4313000000,
유통센터,중원농협 산지유통센터,충청북도 충주시 동량면 동산로 299,37.0459601,127.9726451,충청북도,충주시,4313000000,
유통센터,동충주농협 산지유통센터,충청북도 충주시 엄정면 동막강현길 279,37.0909332,127.9021401,충청북도,충주시,4313000000,
유통센터,수안보농협 산지유통센터,충청북도 충주시 수안보면 수회리로 118,36.8795083,127.9768068,충청북도,충주시,4313000000,
유통센터,거점산지유통센터,전라북도 장수군 계남면 침곡로 11-26,35.7147294,127.5802722,전라북도,장수군,4574000000,063-352-3700
유통센터,장수농협농산물유통센터,전라북도 장수군 장수읍 장수로 1880,35.6233187,127.5067941,전라북도,장수군,4574000000,063-350-3929
유통센터,장계농협 APC,전라북도 장수군 장계면 육십령로 149,35.7319322,127.5911753,전라북도,장수군,4574000000,063-351-0056
유통센터,장수사과원예농협 APC,전라북도 장수군 장수읍 백장로 2129-7,35.6422547,127.5119328,전라북도,장수군,4574000000,063-351-7011
유통센터,인제농협산지유통센터,강원특별자치도 인제군 북면 갈골로 24-57,38.116357,128.2077523,강원특별자치도,인제군,5181000000,033-460-0917
유통센터,기린농협산지유통센터,강원특별자치도 인제군 상남면 상남로 37,37.8624543,128.2199006,강원특별자치도,인제군,5181000000,033-461-5085
유통센터,대저토마토산지유통센터,부산광역시 강서구 울만로 228,35.1680087,128.9347322,부산광역시,강서구,1150000000,051-972-4154
유통센터,대저엽채산지유통센터,부산광역시 강서구 유통단지1로 102,35.1660401,128.9495967,부산광역시,강서구,1150000000,051-972-9163
유통센터,강동농협 산지유통센터,부산광역시 강서구 제도로 1129,35.2113802,128.9335641,부산광역시,강서구,1150000000,051-972-6721
유통센터,고령군농산물산지유통센터(APC),경상북도 고령군 성산면 성산로 839,35.7494633,128.3537589,경상북도,고령군,4783000000,054-954-6363
유통센터,남안동농협,경상북도 안동시 남후면 농공길 51,36.5007268,128.6588089,경상북도,안동시,4717000000,054-859-6034
유통센터,농업법인(주)참,경상북도 안동시 남후면 남일로 1333-1,36.5271206,128.675773,경상북도,안동시,4717000000,054-843-3347
유통센터,삼척농협농산물산지유통센터,강원특별자치도 삼척시 하장면 백두대간로 2677,37.3544116,128.926467,강원특별자치도,삼척시,5123000000,033-552-0040
유통센터,청송사과유통센터 현동 APC,경상북도 청송군 현동면 새마을로 5424,36.284017,129.0205918,경상북도,청송군,4775000000,054-874-1674
유통센터,사천시농협농산물산지유통센터(사천농협),경상남도 사천시 사천읍 구암두문로 155,35.090961,128.1030364,경상남도,사천시,4824000000,055-852-5005
유통센터,정동농협농산물산지유통센터,경상남도 사천시 정동면 상정대로2540-50,35.0549776,128.1241445,경상남도,사천시,4824000000,055-852-8911
유통센터,곤명농협농산물산지유통센터,경상남도 사천시 곤명면 봉명로 493,35.1096792,127.9383622,경상남도,사천시,4824000000,055-854-7004
유통센터,곡성배영농조합 APC,전라남도 곡성군 목사동면 주목로 364-8,35.0864707,127.2961044,전라남도,곡성군,4672000000,
유통센터,옥과농협 APC,전라남도 곡성군 오산면 오산로 907,35.2605571,127.1178733,전라남도,곡성군,4672000000,
유통센터,곡성농협 APC,전라남도 곡성군 곡성읍 곡고로 174,35.2916806,127.3162981,전라남도,곡성군,4672000000,
유통센터,경남단감원예농협 APC,경상남도 김해시 진영읍 한림로 1114,35.2945986,128.7394636,경상남도,김해시,4825000000,055-345-6916
유통센터,대동농협 APC,경상남도 김해시 대동면 동남로49번길 87,35.2357883,128.9851437,경상남도,김해시,4825000000,055-335-7717
유통센터,생림농협 APC,경상남도 김해시 마사로 454,35.3735001,128.8248598,경상남도,김해시,4825000000,055-338-7180
유통센터,주촌농협 APC,경상남도 김해시 서부로1430번길 19,35.2248994,128.8212063,경상남도,김해시,4825000000,055-329-1801
유통센터,진영농협 APC,경상남도 김해시 진산대로 127,35.3172364,128.7268289,경상남도,김해시,4825000000,055-345-7711
유통센터,쿱농산 APC,전라남도 구례군 구례읍 용방면 용산로 107-48,35.2716533,127.414107,전라남도,구례군,4673000000,061-896-6020
유통센터,구례농협 APC,전라남도 구례군 광의면 케이비에스중계소로 123,35.2300305,127.4567356,전라남도,구례군,4673000000,061-782-0905
유통센터,경북통상 농산물 산지유통센터,경상북도 경산시 진량읍 현내길 76-6,35.8492159,128.8542803,경상북도,경산시,4729000000,053-851-8880
유통센터,경산농협 농산물 산지유통센터,경상북도 경산시 중방로 103,35.8322686,128.7448614,경상북도,경산시,4729000000,053-812-7732
유통센터,자인농협 농산물 산지유통센터,경상북도 경산시 자인면 계남길 7,35.8142808,128.8113999,경상북도,경산시,4729000000,053-857-2310
유통센터,영덕농산물산지유통센터,경상북도 영덕군 영덕읍 신공업단지길 19,36.3897914,129.3674081,경상북도,영덕군,4777000000,054-734-7751
유통센터,강릉농협농산물산지유통센터,강원특별자치도 강릉시 유산로 11-10,37.7366173,128.9122068,강원특별자치도,강릉시,5115000000,033-646-4864
유통센터,금강농협,강원특별자치도 고성군 간성읍 흘리길 169,38.2661414,128.3727573,강원특별자치도,고성군,4882000000,
유통센터,금강농협,강원특별자치도 고성군 간성읍 흘리길 128-85,38.2644964,128.3664159,강원특별자치도,고성군,4882000000,
유통센터,내촌농협 농산물산지유통센터,강원특별자치도 홍천군 내촌면 아홉사리로 1062,37.8154592,128.0812143,강원특별자치도,홍천군,5172000000,033-430-3711
유통센터,영귀미농협 사과선별장,강원특별자치도 홍천군 영귀미면 수타사로 3,37.679356,127.9297723,강원특별자치도,홍천군,5172000000,033-436-6055
유통센터,서석농협 제1산지유통센터,강원특별자치도 홍천군 서석면 구룡령로 2431,37.7176741,128.1782765,강원특별자치도,홍천군,5172000000,033-433-4019
유통센터,서석농협 제2산지유통센터,강원특별자치도 홍천군 서석면 구룡령로 2427,37.7157978,128.2224011,강원특별자치도,홍천군,5172000000,033-433-4019
유통센터,서홍천농협 찰옥수수공선장,강원특별자치도 홍천군 남면 시동안로227,37.5901855,127.8323593,강원특별자치도,홍천군,5172000000,033-432-5009
유통센터,내면농협 제1농산물산지유통센터,강원특별자치도 홍천군 내면 구룡령로 5274-7,37.796201,128.4019781,강원특별자치도,홍천군,5172000000,033-432-2907
유통센터,내면농협 제2농산물산지유통센터,강원특별자치도 홍천군 내면 대한동길 26,37.7773863,128.3967361,강원특별자치도,홍천군,5172000000,033-432-2901
유통센터,대경능금농협(안동시공공 1),경상북도 안동시 풍산읍 유통단지길 99,36.589196,128.6102094,경상북도,안동시,4717000000,054-859-1447
유통센터,대경능금농협(안동 2),경상북도 안동시 남후면 남일로 1310,36.5264944,128.6740182,경상북도,안동시,4717000000,054-843-5566
유통센터,동안동농협,경상북도 안동시 길안면 웃장터길 15-8,36.4511682,128.8984573,경상북도,안동시,4717000000,054-822-5501
유통센터,북안동농협,경상북도 안동시 북후면 북평로 843,36.6820147,128.7003759,경상북도,안동시,4717000000,054-859-8934
유통센터,서안동농협,경상북도 안동시 풍산읍 풍산중앙길 79,36.5809401,128.569346,경상북도,안동시,4717000000,054-858-7104
유통센터,안동농협,경상북도 안동시 직곡길 45,36.5863619,128.696805,경상북도,안동시,4717000000,054-840-3300
유통센터,안동와룡농협,경상북도 안동시 와룡면 선돌길 5,36.6127104,128.7660119,경상북도,안동시,4717000000,054-855-0762
유통센터,진안군농협조합공동사업법인,진북특별자치도 진안군 진안읍 학천변길 11,35.7937358,127.4330896,전라북도,진안군,4572000000,063-433-9474
유통센터,군산먹거리통합지원센터,전라북도 군산시 성산면 산곡2길 37,35.9794304,126.8180708,전라북도,군산시,4513000000,070-4250-0099
유통센터,부여농협 농산물유통센터,충청남도 부여군 부여읍 백제문화로 16,36.284075,126.9314039,충청남도,부여군,4476000000,041-835-8008
유통센터,규암농협 농산물유통센터,충청남도 부여군 규암면 흥수로 700,36.2677181,126.8603244,충청남도,부여군,4476000000,041-836-0184
유통센터,서부여농협 농산물유통센터,충청남도 부여군 홍산면 팔충로 52,36.2062502,126.7624078,충청남도,부여군,4476000000,041-835-8885
유통센터,장암농협 농산물유통센터,충청남도 부여군 장암면 장암로 14,36.2434756,126.8844959,충청남도,부여군,4476000000,041-834-2284
유통센터,옥천군 농산물산지유통센터,충청북도 옥천군 옥천읍 가화길 57,36.3057026,127.5618256,충청북도,옥천군,4373000000,043-732-9060
유통센터,제주감귤농업협동조합 (거점)농산물산지유통센터(3유통),제주특별자치도 서귀포시 1100로 120,33.2584287,126.4402781,제주특별자치도,서귀포시,4913000000,064-739-6781
유통센터,제주감귤농업협동조합 (거점)농산물산지유통센터(6유통),제주특별자치도 서귀포시 남원읍 위미대성로 24,33.302706,126.6568975,제주특별자치도,서귀포시,4913000000,064-764-1103
유통센터,제주감귤농업협동조합 농산물산지유통센터(9유통),제주특별자치도 서귀포시 표선면 돈오름로 121,33.332097,126.8111045,제주특별자치도,서귀포시,4913000000,064-787-8835
유통센터,더푸른채 영농조합법인,제주특별자치도 서귀포시 성산읍 금백조로 145,33.4380762,126.8577987,제주특별자치도,서귀포시,4913000000,064-783-0380
유통센터,삼다감귤영농조합법인,제주특별자치도 서귀포시 효돈순환로 296,33.2596818,126.6148031,제주특별자치도,서귀포시,4913000000,064-733-0561
